id,Station_Id_C,time,Lat,Lon,Alti,City,Station_Name,Cnty,VAP,RHU,PRS,TEM,pwv,dataset,formatted_time,id,predict,rh,sp,t2m,target
388,P6906,2025/06/03 00:00,26.83,112.64,64.7,衡阳市,白沙洲,雁峰区,21.91,86,1000,21.4,35.634,train,2025-06-03 00:00:00,875.0,49.823425,73.41,99605.95,21.05,875.0
389,P7118,2025/06/03 00:00,26.84,111.84,116.0,衡阳市,石亭子,祁东县,21.63,87,992.4,21.0,45.8141,train,2025-06-03 00:00:00,869.0,46.64836,71.66,98538.35,20.52,869.0
390,P7152,2025/06/03 00:00,26.84,112.37,95.8,衡阳市,谭子山,衡南县,22.19,85,997.1,21.8,48.983,test,2025-06-03 00:00:00,873.0,48.575478,72.72,99428.35,20.91,873.0
391,P5815,2025/06/03 00:00,26.84,113.82,522.6,株洲市,锡田,茶陵县,21.82,100,948.5,18.9,41.2685,train,2025-06-03 00:00:00,887.0,40.364914,76.33,96247.55,19.62,887.0
392,P7122,2025/06/03 00:00,26.85,111.68,156.2,衡阳市,城连圩,祁东县,20.01,73,989.9,22.6,31.3737,train,2025-06-03 00:00:00,900.0,46.27409,72.83,98385.55,20.47,900.0
393,P7181,2025/06/03 00:00,26.85,112.46,75.1,衡阳市,三塘,衡南县,22.28,88,999.1,21.3,40.339,train,2025-06-03 00:00:00,905.0,47.450455,74.42,99445.95,21.01,905.0
394,P6914,2025/06/03 00:00,26.85,112.51,72.7,衡阳市,新竹,蒸湘区,22.16,87,998.8,21.4,43.1472,train,2025-06-03 00:00:00,905.0,47.450455,74.42,99445.95,21.01,905.0
395,P5889,2025/06/03 00:00,26.85,113.56,122.7,株洲市,三华,茶陵县,23.9,91,992.6,21.9,44.6582,test,2025-06-03 00:00:00,916.0,43.599247,77.28,97404.75,20.1,916.0
396,P5811,2025/06/03 00:00,26.85,113.74,173.5,株洲市,上尧,茶陵县,22.34,91,987.6,20.8,45.3033,train,2025-06-03 00:00:00,917.0,42.30571,77.01,96857.95,19.86,917.0
397,P7180,2025/06/03 00:00,26.86,112.17,129.1,衡阳市,岐山,衡南县,21.25,86,984.4,20.9,45.684,train,2025-06-03 00:00:00,902.0,46.476555,73.27,98869.55,20.68,902.0
398,57842,2025/06/03 00:00,26.88,109.72,287.8,怀化市,会同,会同县,20.54,89,976.8,19.8,51.3,train,2025-06-03 00:00:00,900.0,46.27409,72.83,98385.55,20.47,900.0
399,P6903,2025/06/03 00:00,26.88,112.71,49.7,衡阳市,酃湖,珠晖区,22.18,86,1000.5,21.6,54.8352,train,2025-06-03 00:00:00,907.0,47.608418,75.24,99499.15,21.13,907.0
400,P7155,2025/06/03 00:00,26.88,112.77,104.0,衡阳市,泉溪,衡南县,22.69,93,996.5,20.7,48.9729,test,2025-06-03 00:00:00,908.0,45.839226,76.01,99395.75,21.13,908.0
401,P6530,2025/06/03 00:00,26.89,110.94,310.0,邵阳市,邓家铺,武冈市,21.2,99,971.7,18.6,33.8323,train,2025-06-03 00:00:00,900.0,46.27409,72.83,98385.55,20.47,900.0
402,P6912,2025/06/03 00:00,26.89,112.6,104.9,衡阳市,张家山,蒸湘区,20.35,77,996.3,22.0,38.7712,train,2025-06-03 00:00:00,906.0,47.749863,74.64,99422.75,21.04,906.0
403,P7165,2025/06/03 00:00,26.89,113.02,191.6,衡阳市,川口,衡南县,20.13,82,985.6,20.8,45.9376,train,2025-06-03 00:00:00,910.0,48.976185,76.54,99000.35,20.98,910.0
404,P6482,2025/06/03 00:00,26.9,110.24,751.1,邵阳市,水口,绥宁县,19.54,99,926.2,17.3,31.4923,train,2025-06-03 00:00:00,900.0,46.27409,72.83,98385.55,20.47,900.0
405,P7104,2025/06/03 00:00,26.9,111.65,208.0,衡阳市,太和堂,祁东县,20.69,88,984.8,20.1,44.8105,test,2025-06-03 00:00:00,900.0,46.27409,72.83,98385.55,20.47,900.0
406,P7178,2025/06/03 00:00,26.9,112.94,136.0,衡阳市,铁丝塘,衡南县,21.8,91,993.7,20.4,52.7613,train,2025-06-03 00:00:00,909.0,47.431858,76.5,99169.55,21.04,909.0
407,P7019,2025/06/03 00:00,26.9,113.18,96.5,衡阳市,草市,衡东县,21.01,80,998.2,21.9,38.8151,train,2025-06-03 00:00:00,912.0,46.464115,76.49,98601.15,20.73,912.0
408,P5843,2025/06/03 00:00,26.9,113.87,282.0,株洲市,东坑水库,茶陵县,12.61,52,975.5,20.6,23.2359,train,2025-06-03 00:00:00,919.0,40.621307,77.59,95903.55,19.56,919.0
409,P6493,2025/06/03 00:00,26.91,110.41,421.2,邵阳市,黄土矿,绥宁县,21.12,98,962.5,18.7,35.7473,train,2025-06-03 00:00:00,900.0,46.27409,72.83,98385.55,20.47,900.0
410,P5806,2025/06/03 00:00,26.91,113.66,130.3,株洲市,腰陂,茶陵县,25.17,100,992,21.2,48.3454,test,2025-06-03 00:00:00,917.0,42.30571,77.01,96857.95,19.86,917.0
411,P7112,2025/06/03 00:00,26.92,111.89,223.8,衡阳市,黄土铺,祁东县,20.94,93,983.6,19.4,51.0675,train,2025-06-03 00:00:00,900.0,46.27409,72.83,98385.55,20.47,900.0
412,P7114,2025/06/03 00:00,26.92,111.96,246.4,衡阳市,马杜桥,祁东县,21.33,93,979.5,19.7,50.8259,train,2025-06-03 00:00:00,900.0,46.27409,72.83,98385.55,20.47,900.0
413,P7323,2025/06/03 00:00,26.92,112.22,121.5,衡阳市,牛形山水库,衡阳县,23.85,87,993.8,22.6,47.3072,train,2025-06-03 00:00:00,902.0,46.476555,73.27,98869.55,20.68,902.0
414,P6487,2025/06/03 00:00,26.93,110.33,498.0,邵阳市,瓦屋,绥宁县,13.12,64,952.1,17.9,21.3805,train,2025-06-03 00:00:00,900.0,46.27409,72.83,98385.55,20.47,900.0
415,P7107,2025/06/03 00:00,26.93,111.69,148.7,衡阳市,蒋家桥,祁东县,20.26,82,989.7,20.9,34.2225,test,2025-06-03 00:00:00,900.0,46.27409,72.83,98385.55,20.47,900.0
416,P7308,2025/06/03 00:00,26.93,112.1,153.2,衡阳市,关市,衡阳县,22.8,94,990.6,20.6,43.926,train,2025-06-03 00:00:00,901.0,45.99403,72.95,98627.15,20.57,901.0
417,P7312,2025/06/03 00:00,26.93,112.49,92.8,衡阳市,樟树,衡阳县,21.91,86,997.2,21.4,50.7984,train,2025-06-03 00:00:00,905.0,47.450455,74.42,99445.95,21.01,905.0
418,P5810,2025/06/03 00:00,26.93,113.59,182.0,株洲市,潞理,茶陵县,21.63,87,985.8,21.0,35.6757,train,2025-06-03 00:00:00,916.0,43.599247,77.28,97404.75,20.1,916.0
419,P5802,2025/06/03 00:00,26.93,113.87,199.7,株洲市,彭家祠,茶陵县,24.71,100,984,20.9,42.3524,train,2025-06-03 00:00:00,919.0,40.621307,77.59,95903.55,19.56,919.0
420,P6309,2025/06/03 00:00,26.94,110.67,297.0,邵阳市,高沙,洞口县,22.37,100,973,19.3,42.1434,test,2025-06-03 00:00:00,900.0,46.27409,72.83,98385.55,20.47,900.0
421,P6516,2025/06/03 00:00,26.94,110.79,270.0,邵阳市,马坪,武冈市,22.37,100,974.6,19.3,46.1463,train,2025-06-03 00:00:00,900.0,46.27409,72.83,98385.55,20.47,900.0
422,P7103,2025/06/03 00:00,26.94,111.84,180.0,衡阳市,官家嘴,祁东县,20.73,86,986.9,20.5,45.8748,train,2025-06-03 00:00:00,900.0,46.27409,72.83,98385.55,20.47,900.0
423,P7002,2025/06/03 00:00,26.94,112.82,76.3,衡阳市,石滩,衡东县,23.69,93,1000.4,21.4,57.5505,train,2025-06-03 00:00:00,908.0,45.839226,76.01,99395.75,21.13,908.0
424,P5803,2025/06/03 00:00,26.94,113.33,74.0,株洲市,菜花坪,攸县,24.81,98,996.3,21.3,57.2631,train,2025-06-03 00:00:00,913.0,45.542645,76.7,98438.75,20.66,913.0
425,P5798,2025/06/03 00:00,26.94,113.55,289.2,株洲市,潞水,茶陵县,19.97,86,974.1,19.9,31.7438,test,2025-06-03 00:00:00,916.0,43.599247,77.28,97404.75,20.1,916.0
426,P7154,2025/06/03 00:00,26.95,112.71,95.4,衡阳市,咸塘,衡南县,22.33,80,1001.6,22.9,49.8372,train,2025-06-03 00:00:00,907.0,47.608418,75.24,99499.15,21.13,907.0
427,P7009,2025/06/03 00:00,26.95,113.16,80.6,衡阳市,高湖,衡东县,24.16,96,999,21.2,49.8595,train,2025-06-03 00:00:00,912.0,46.464115,76.49,98601.15,20.73,912.0
428,P5805,2025/06/03 00:00,26.95,113.42,96.6,株洲市,乔下,茶陵县,24.55,100,996,20.8,39.0055,train,2025-06-03 00:00:00,914.0,44.011147,77.2,98242.75,20.55,914.0
429,P4155,2025/06/03 00:00,26.96,110.03,221.6,怀化市,会同县高椅,会同县,24.55,100,983.5,20.8,50.0251,train,2025-06-03 00:00:00,931.0,46.294746,73.99,98232.75,20.43,931.0
430,P6919,2025/06/03 00:00,26.96,112.57,45.5,衡阳市,农气实验基地,石鼓区,21.14,83,1001.3,21.4,50.7662,test,2025-06-03 00:00:00,937.0,46.12085,76.25,99339.15,21.09,937.0
431,P4051,2025/06/03 00:00,26.97,109.74,334.0,怀化市,坪村,会同县,21.16,94,971,19.4,39.1858,train,2025-06-03 00:00:00,931.0,46.294746,73.99,98232.75,20.43,931.0
432,57871,2025/06/03 00:00,26.97,112.37,90.8,衡阳市,衡阳县,衡阳县,21.8,84,997.8,21.7,44.2491,train,2025-06-03 00:00:00,935.0,45.87421,75.3,99093.15,20.88,935.0
433,P4156,2025/06/03 00:00,26.98,109.77,340.4,怀化市,堡子,会同县,22.43,96,971.3,20.0,43.2446,train,2025-06-03 00:00:00,931.0,46.294746,73.99,98232.75,20.43,931.0
434,P6342,2025/06/03 00:00,26.98,111.14,303.1,邵阳市,黄亭市,邵阳县,21.66,98,973.6,19.1,48.4307,train,2025-06-03 00:00:00,931.0,46.294746,73.99,98232.75,20.43,931.0
435,P7125,2025/06/03 00:00,26.98,111.76,192.0,衡阳市,杨家台水库,祁东县,20.46,87,984.9,20.1,48.6896,test,2025-06-03 00:00:00,931.0,46.294746,73.99,98232.75,20.43,931.0
436,P7333,2025/06/03 00:00,26.98,112.5,66.0,衡阳市,板市,衡阳县,21.41,83,1000.7,21.6,46.0394,train,2025-06-03 00:00:00,936.0,47.909256,75.64,99262.75,21.0,936.0
437,57872,2025/06/03 00:00,26.98,112.59,122.1,衡阳市,衡阳,石鼓区,21.66,84,994.5,21.6,51.5,train,2025-06-03 00:00:00,937.0,46.12085,76.25,99339.15,21.09,937.0
438,P7016,2025/06/03 00:00,26.98,112.81,88.8,衡阳市,大浦,衡东县,23.26,88,997.9,22.0,57.229,train,2025-06-03 00:00:00,939.0,47.192413,77.17,99369.15,21.19,939.0
439,P7014,2025/06/03 00:00,26.98,113.12,87.0,衡阳市,杨林,衡东县,20.78,74,998.3,23.0,42.5641,train,2025-06-03 00:00:00,942.0,46.879837,77.25,98807.55,20.9,942.0
440,P5804,2025/06/03 00:00,26.98,113.3,63.0,株洲市,桐坝电站,攸县,25.9,98,999,22.0,54.8129,test,2025-06-03 00:00:00,944.0,44.97553,77.48,98374.75,20.59,944.0
441,P5873,2025/06/03 00:00,26.98,113.8,151.7,株洲市,古城,茶陵县,25.22,99,988.3,21.4,54.1965,train,2025-06-03 00:00:00,949.0,43.12529,77.73,96546.35,19.77,949.0
442,57860,2025/06/03 00:00,27.0,111.29,288.5,邵阳市,邵阳县,邵阳县,21.79,98,968.1,19.2,49.5,train,2025-06-03 00:00:00,931.0,46.294746,73.99,98232.75,20.43,931.0
443,P7307,2025/06/03 00:00,27.0,112.3,103.9,衡阳市,演陂,衡阳县,22.23,90,996.7,20.9,42.6421,train,2025-06-03 00:00:00,934.0,45.826027,74.96,98923.55,20.77,934.0
444,P4068,2025/06/03 00:00,27.01,109.84,400.0,怀化市,大溪水库,会同县,21.61,96,964.6,19.4,52.9403,train,2025-06-03 00:00:00,931.0,46.294746,73.99,98232.75,20.43,931.0
445,P6315,2025/06/03 00:00,27.01,110.73,310.0,邵阳市,竹市,洞口县,22.01,99,973.6,19.2,38.6388,test,2025-06-03 00:00:00,931.0,46.294746,73.99,98232.75,20.43,931.0
446,P5800,2025/06/03 00:00,27.01,113.78,227.4,株洲市,仁源,茶陵县,21.93,91,981.1,20.5,32.3045,train,2025-06-03 00:00:00,949.0,43.12529,77.73,96546.35,19.77,949.0
447,P6306,2025/06/03 00:00,27.02,110.82,255.8,邵阳市,黄桥,洞口县,22.57,99,977.8,19.6,41.8122,train,2025-06-03 00:00:00,931.0,46.294746,73.99,98232.75,20.43,931.0
448,P7111,2025/06/03 00:00,27.02,111.67,443.4,衡阳市,凤歧坪,祁东县,21.82,100,956.6,18.9,35.4623,train,2025-06-03 00:00:00,931.0,46.294746,73.99,98232.75,20.43,931.0
449,P7314,2025/06/03 00:00,27.02,112.46,83.2,衡阳市,杉桥,衡阳县,21.74,88,997.7,20.9,49.7327,train,2025-06-03 00:00:00,936.0,47.909256,75.64,99262.75,21.0,936.0
450,57758,2025/06/03 00:00,27.03,110.61,342.2,邵阳市,洞口,洞口县,21.96,100,969.8,19.0,46.5,test,2025-06-03 00:00:00,931.0,46.294746,73.99,98232.75,20.43,931.0
451,P5797,2025/06/03 00:00,27.03,113.66,408.5,株洲市,卧龙,茶陵县,22.24,100,961,19.2,46.7229,train,2025-06-03 00:00:00,948.0,42.73201,77.94,96889.15,19.87,948.0
452,P6351,2025/06/03 00:00,27.04,111.58,328.0,邵阳市,诸甲亭,邵阳县,22.24,100,969.7,19.2,49.727,train,2025-06-03 00:00:00,931.0,46.294746,73.99,98232.75,20.43,931.0
453,P7330,2025/06/03 00:00,27.04,112.17,138.2,衡阳市,大源冲水库,衡阳县,24.55,100,991.1,20.8,40.1874,train,2025-06-03 00:00:00,933.0,47.115505,74.63,98717.55,20.66,933.0
454,P7319,2025/06/03 00:00,27.05,112.55,111.2,衡阳市,集兵,衡阳县,21.78,86,995.8,21.3,46.9743,train,2025-06-03 00:00:00,937.0,46.12085,76.25,99339.15,21.09,937.0
455,57778,2025/06/03 00:00,27.05,112.98,112.4,衡阳市,衡东,衡东县,23.79,90,995.4,22.0,51.9,test,2025-06-03 00:00:00,972.0,45.857395,78.68,99178.75,21.14,972.0
456,P7015,2025/06/03 00:00,27.06,113.04,74.8,衡阳市,甘溪,衡东县,22.21,82,1000.2,22.4,42.5437,train,2025-06-03 00:00:00,972.0,45.857395,78.68,99178.75,21.14,972.0
457,57779,2025/06/03 00:00,27.06,113.35,115.2,株洲市,攸县,攸县,24.66,98,994.6,21.2,50.1,train,2025-06-03 00:00:00,975.0,44.978394,78.8,98523.55,20.67,975.0
458,P5916,2025/06/03 00:00,27.06,113.55,429.5,株洲市,幽居水库,攸县,20.73,95,959.3,18.9,44.102,train,2025-06-03 00:00:00,978.0,43.235138,80.63,97304.35,20.03,978.0
459,P6470,2025/06/03 00:00,27.07,110.35,476.4,邵阳市,金屋,绥宁县,20.39,97,954.2,18.3,37.468,train,2025-06-03 00:00:00,962.0,48.109486,74.39,98115.95,20.38,962.0
460,P6457,2025/06/03 00:00,27.07,111.79,282.6,邵阳市,简家陇镇双河,邵东市,22.66,100,976.3,19.5,38.6544,test,2025-06-03 00:00:00,962.0,48.109486,74.39,98115.95,20.38,962.0
461,P7322,2025/06/03 00:00,27.07,112.41,92.7,衡阳市,台源,衡阳县,22.51,90,996.9,21.1,56.8281,train,2025-06-03 00:00:00,966.0,46.08098,75.82,98977.55,20.91,966.0
462,P7022,2025/06/03 00:00,27.07,112.84,52.9,衡阳市,霞流,衡东县,25.69,99,1000.2,21.7,51.7316,train,2025-06-03 00:00:00,970.0,48.375813,78.39,99250.35,21.17,970.0
463,P7326,2025/06/03 00:00,27.08,112.67,99.0,衡阳市,竹园水库,衡阳县,21.47,88,996.5,20.7,51.8948,train,2025-06-03 00:00:00,969.0,48.014755,78.06,99296.75,21.16,969.0
464,P5860,2025/06/03 00:00,27.09,113.3,67.0,株洲市,谭家垅,攸县,25.63,100,998.7,21.5,51.5154,train,2025-06-03 00:00:00,975.0,44.978394,78.8,98523.55,20.67,975.0
465,P3883,2025/06/03 00:00,27.1,108.96,501.0,怀化市,凉伞,新晃侗族自治县,21.96,100,953.1,19.0,49.601,test,2025-06-03 00:00:00,962.0,48.109486,74.39,98115.95,20.38,962.0
466,P6420,2025/06/03 00:00,27.1,111.7,415.7,邵阳市,双凤,邵东市,21.74,99,961.4,19.0,35.0454,train,2025-06-03 00:00:00,962.0,48.109486,74.39,98115.95,20.38,962.0
467,P7324,2025/06/03 00:00,27.1,112.09,218.1,衡阳市,城坪冲水库,衡阳县,20.24,85,985.1,20.3,46.4528,train,2025-06-03 00:00:00,963.0,48.04091,74.82,98359.55,20.58,963.0
468,P7059,2025/06/03 00:00,27.1,112.75,90.0,衡阳市,萱洲,衡山县,25.95,100,999,21.7,53.5069,train,2025-06-03 00:00:00,969.0,48.014755,78.06,99296.75,21.16,969.0
469,P7007,2025/06/03 00:00,27.1,113.14,123.4,衡阳市,荣桓,衡东县,20.1,77,994.2,21.8,46.2929,train,2025-06-03 00:00:00,973.0,46.703423,78.67,98955.55,20.97,973.0
470,57767,2025/06/03 00:00,27.11,111.03,310.8,邵阳市,隆回,隆回县,20.04,89,973.3,19.4,44.6,test,2025-06-03 00:00:00,962.0,48.109486,74.39,98115.95,20.38,962.0
471,P4059,2025/06/03 00:00,27.12,109.62,244.0,怀化市,洪江市托口,洪江市,23.86,99,979.8,20.5,42.4516,train,2025-06-03 00:00:00,962.0,48.109486,74.39,98115.95,20.38,962.0
472,P4061,2025/06/03 00:00,27.12,109.7,204.0,怀化市,江市,洪江市,22.71,99,985.5,19.7,42.4591,train,2025-06-03 00:00:00,962.0,48.109486,74.39,98115.95,20.38,962.0
473,P3820,2025/06/03 00:00,27.12,109.98,536.5,怀化市,高坡街,洪江市,20.47,98,947.5,18.2,39.7542,train,2025-06-03 00:00:00,962.0,48.109486,74.39,98115.95,20.38,962.0
474,P7320,2025/06/03 00:00,27.12,112.59,161.9,衡阳市,山峙门水库,衡阳县,21.56,94,989.1,19.7,50.919,train,2025-06-03 00:00:00,968.0,46.8729,77.46,99220.35,21.07,968.0
475,P5791,2025/06/03 00:00,27.12,113.53,143.0,株洲市,银坑,攸县,22.42,93,989.8,20.5,39.9123,test,2025-06-03 00:00:00,977.0,42.91478,80.53,97905.55,20.29,977.0
476,P6445,2025/06/03 00:00,27.13,111.94,185.6,邵阳市,佘田桥,邵东市,22.99,99,988.6,19.9,42.9394,train,2025-06-03 00:00:00,962.0,48.109486,74.39,98115.95,20.38,962.0
477,P7052,2025/06/03 00:00,27.13,112.69,152.0,衡阳市,九观桥水库,衡山县,21.77,92,991,20.2,55.6511,train,2025-06-03 00:00:00,969.0,48.014755,78.06,99296.75,21.16,969.0
478,P5789,2025/06/03 00:00,27.13,113.67,238.3,株洲市,南源,攸县,22.37,100,978,19.3,48.9557,train,2025-06-03 00:00:00,979.0,44.47923,80.36,96757.55,19.79,979.0
479,P3860,2025/06/03 00:00,27.14,109.97,172.1,怀化市,横岩,洪江市,21.77,92,986.4,20.2,42.4056,train,2025-06-03 00:00:00,962.0,48.109486,74.39,98115.95,20.38,962.0
480,P5792,2025/06/03 00:00,27.14,113.23,97.5,株洲市,桃水,攸县,21.8,83,995.1,21.9,48.9867,test,2025-06-03 00:00:00,974.0,45.84122,78.61,98732.75,20.81,974.0
481,P6299,2025/06/03 00:00,27.15,110.73,303.4,邵阳市,水东,洞口县,22.1,100,972.8,19.1,32.1231,train,2025-06-03 00:00:00,962.0,48.109486,74.39,98115.95,20.38,962.0
482,P7301,2025/06/03 00:00,27.15,112.29,108.3,衡阳市,洪市,衡阳县,22.01,88,996.9,21.1,43.169,train,2025-06-03 00:00:00,965.0,47.11305,75.47,98807.95,20.8,965.0
483,P7325,2025/06/03 00:00,27.15,112.42,92.0,衡阳市,渣江,衡阳县,22.83,93,999.2,20.8,54.3879,train,2025-06-03 00:00:00,966.0,46.08098,75.82,98977.55,20.91,966.0
484,P7057,2025/06/03 00:00,27.15,112.8,95.0,衡阳市,永和,衡山县,23.18,95,997.4,20.7,56.0125,train,2025-06-03 00:00:00,970.0,48.375813,78.39,99250.35,21.17,970.0
485,P5788,2025/06/03 00:00,27.15,113.37,77.8,株洲市,大同,攸县,22.95,89,997.2,21.6,44.1526,test,2025-06-03 00:00:00,976.0,44.359783,79.3,98327.55,20.55,976.0
486,P5784,2025/06/03 00:00,27.15,113.53,134.9,株洲市,大田,攸县,22.2,95,990.7,20.0,32.7296,train,2025-06-03 00:00:00,977.0,42.91478,80.53,97905.55,20.29,977.0
487,P5786,2025/06/03 00:00,27.15,113.66,202.8,株洲市,鸾山,攸县,23.08,100,983.8,19.8,45.5441,train,2025-06-03 00:00:00,979.0,44.47923,80.36,96757.55,19.79,979.0
488,P5842,2025/06/03 00:00,27.16,113.31,124.9,株洲市,黄沙桥水库,攸县,22.06,85,991.8,21.7,38.201,train,2025-06-03 00:00:00,1006.0,46.267216,80.12,98672.35,20.74,1006.0
489,P6435,2025/06/03 00:00,27.17,111.9,245.9,邵阳市,火厂坪,邵东市,22.86,96,979.6,20.3,49.8279,train,2025-06-03 00:00:00,993.0,47.30996,74.79,97999.15,20.33,993.0
490,P3871,2025/06/03 00:00,27.18,109.13,437.0,怀化市,扶罗,新晃侗族自治县,20.3,93,960.8,18.9,33.4128,test,2025-06-03 00:00:00,993.0,47.30996,74.79,97999.15,20.33,993.0
491,57766,2025/06/03 00:00,27.18,111.45,311.0,邵阳市,邵阳,大祥区,21.12,95,973.3,19.2,46.8137,train,2025-06-03 00:00:00,993.0,47.30996,74.79,97999.15,20.33,993.0
492,P7020,2025/06/03 00:00,27.18,113.15,132.7,衡阳市,杨桥,衡东县,20.64,81,993.3,21.4,44.2014,train,2025-06-03 00:00:00,1005.0,44.970257,79.93,98881.55,20.88,1005.0
493,P4144,2025/06/03 00:00,27.19,110.17,326.0,怀化市,洪江市熟坪,洪江市,21.55,100,973,18.7,41.5797,train,2025-06-03 00:00:00,993.0,47.30996,74.79,97999.15,20.33,993.0
494,P6312,2025/06/03 00:00,27.19,110.4,479.5,邵阳市,江口,洞口县,22.24,100,952.1,19.2,47.9277,train,2025-06-03 00:00:00,993.0,47.30996,74.79,97999.15,20.33,993.0
495,P6395,2025/06/03 00:00,27.19,111.58,228.0,邵阳市,采塘水库,大祥区,23.08,100,981.1,19.8,41.8668,test,2025-06-03 00:00:00,993.0,47.30996,74.79,97999.15,20.33,993.0
496,P7336,2025/06/03 00:00,27.19,112.23,109.7,衡阳市,曲兰,衡阳县,27.25,100,994.2,22.5,57.6529,train,2025-06-03 00:00:00,995.0,46.568462,75.66,98486.35,20.72,995.0
497,P7318,2025/06/03 00:00,27.2,112.49,81.5,衡阳市,斜陂堰水库,衡阳县,24.25,100,998.2,20.6,57.0274,train,2025-06-03 00:00:00,998.0,47.94445,76.72,98952.35,20.99,998.0
498,P7006,2025/06/03 00:00,27.2,113.19,74.9,衡阳市,蓬源,衡东县,22.89,82,994.2,22.9,38.4571,train,2025-06-03 00:00:00,1005.0,44.970257,79.93,98881.55,20.88,1005.0
499,57754,2025/06/03 00:00,27.21,109.84,252.0,怀化市,洪江,洪江市,20.74,91,980.4,19.6,40.3878,train,2025-06-03 00:00:00,993.0,47.30996,74.79,97999.15,20.33,993.0
500,P6391,2025/06/03 00:00,27.21,111.45,210.0,邵阳市,雷达站,大祥区,22.94,100,978.7,19.7,45.2955,test,2025-06-03 00:00:00,993.0,47.30996,74.79,97999.15,20.33,993.0
501,P6385,2025/06/03 00:00,27.21,111.58,243.0,邵阳市,渡头桥,双清区,22.76,98,981.9,19.9,39.9505,train,2025-06-03 00:00:00,993.0,47.30996,74.79,97999.15,20.33,993.0
502,P7012,2025/06/03 00:00,27.21,112.87,87.2,衡阳市,新塘,衡东县,23.67,97,999.2,20.7,53.8219,train,2025-06-03 00:00:00,1002.0,45.925076,79.85,99229.15,21.18,1002.0
503,P5854,2025/06/03 00:00,27.21,113.58,211.6,株洲市,酒埠江景区,攸县,22.86,96,984.3,20.3,49.6588,train,2025-06-03 00:00:00,1009.0,44.83712,82.68,97227.15,19.97,1009.0
504,P6311,2025/06/03 00:00,27.22,110.67,340.0,邵阳市,山门,洞口县,21.88,99,969.4,19.1,48.9697,train,2025-06-03 00:00:00,993.0,47.30996,74.79,97999.15,20.33,993.0
505,P7313,2025/06/03 00:00,27.22,112.31,190.3,衡阳市,三湖,衡阳县,21.06,89,987.2,20.2,52.311,test,2025-06-03 00:00:00,996.0,48.535656,75.99,98692.35,20.83,996.0
506,P6925,2025/06/03 00:00,27.22,112.75,80.0,衡阳市,红星,南岳区,22.07,91,998.9,20.6,51.7673,train,2025-06-03 00:00:00,1000.0,46.774155,79.27,99177.95,21.14,1000.0
507,P7018,2025/06/03 00:00,27.22,113.03,99.1,衡阳市,白莲,衡东县,22.55,93,997.7,20.6,53.3868,train,2025-06-03 00:00:00,1003.0,46.92109,80.11,99326.75,21.21,1003.0
508,P5880,2025/06/03 00:00,27.22,113.11,135.0,株洲市,长远,渌口区,22.62,95,992.8,20.3,55.8764,train,2025-06-03 00:00:00,1004.0,45.82892,80.04,99103.95,21.05,1004.0
509,P5785,2025/06/03 00:00,27.22,113.73,273.5,株洲市,石联,攸县,21.88,99,975.1,19.1,42.9128,train,2025-06-03 00:00:00,1010.0,43.57967,82.78,96625.95,19.71,1010.0
510,P5790,2025/06/03 00:00,27.22,113.8,402.5,株洲市,老漕,攸县,21.28,100,959.7,18.5,40.9079,test,2025-06-03 00:00:00,1011.0,43.417862,82.42,96247.35,19.58,1011.0
511,P3870,2025/06/03 00:00,27.23,109.29,473.0,怀化市,降溪,新晃侗族自治县,20.21,98,955.2,18.0,33.4177,train,2025-06-03 00:00:00,993.0,47.30996,74.79,97999.15,20.33,993.0
512,P4149,2025/06/03 00:00,27.23,109.73,281.0,怀化市,岩垅,洪江市,21.88,96,977,19.6,46.35,train,2025-06-03 00:00:00,993.0,47.30996,74.79,97999.15,20.33,993.0
513,P5782,2025/06/03 00:00,27.23,113.3,156.3,株洲市,湖沙垅水库,攸县,23.73,92,989,21.6,53.5809,train,2025-06-03 00:00:00,1006.0,46.267216,80.12,98672.35,20.74,1006.0
514,P5783,2025/06/03 00:00,27.23,113.43,101.3,株洲市,网岭,攸县,21.65,85,995.3,21.4,47.3145,train,2025-06-03 00:00:00,1007.0,45.662518,81.35,98250.35,20.48,1007.0
515,P6380,2025/06/03 00:00,27.24,111.37,310.0,邵阳市,马石坝水库,北塔区,17.68,79,980.3,19.3,29.1095,test,2025-06-03 00:00:00,993.0,47.30996,74.79,97999.15,20.33,993.0
516,57769,2025/06/03 00:00,27.24,111.74,253.9,邵阳市,邵东,邵东市,22.37,100,974,19.3,46.1,train,2025-06-03 00:00:00,993.0,47.30996,74.79,97999.15,20.33,993.0
517,P7062,2025/06/03 00:00,27.24,112.84,345.0,衡阳市,紫金山林场,衡山县,20.33,87,968.9,20.0,45.8483,train,2025-06-03 00:00:00,1001.0,46.684105,79.6,99131.55,21.15,1001.0
518,P7327,2025/06/03 00:00,27.25,112.36,123.6,衡阳市,柿竹水库,衡阳县,21.83,94,993.2,19.9,44.1086,train,2025-06-03 00:00:00,997.0,47.824165,76.36,98822.35,20.91,997.0
519,P5878,2025/06/03 00:00,27.25,113.22,540.0,株洲市,蓬源仙,渌口区,19.51,94,949.1,18.1,27.6026,train,2025-06-03 00:00:00,1005.0,44.970257,79.93,98881.55,20.88,1005.0
